dt_iso,temp,pressure,humidity,wind_speed,rain_1h,snow_3h,clouds_all
2015-01-02 05:00:00+01:00,272.92893749999996,1019.8,84.4,1.4,0.0,0.0,1.2
2015-01-02 06:00:00+01:00,272.88846875999997,1019.8,84.6,1.4,0.0,0.0,2.6
2015-01-02 07:00:00+01:00,273.169,1019.8,84.2,1.4,0.0,0.0,2.4
2015-01-02 08:00:00+01:00,275.02393126,1020.8,83.4,1.6,0.0,0.0,4.2
2015-01-02 09:00:00+01:00,275.19746876,1021.0,83.2,1.6,0.0,0.0,4.4
2015-01-02 10:00:00+01:00,276.246,1021.0,78.8,1.6,0.0,0.0,4.0
2015-01-02 11:00:00+01:00,280.48186876,1021.0,75.2,1.6,0.0,0.0,4.4
2015-01-02 12:00:00+01:00,282.9131375,1029.8,63.6,1.6,0.0,0.0,4.2
2015-01-02 13:00:00+01:00,283.43940000000003,1021.0,74.0,1.6,0.0,0.0,4.4
2015-01-02 14:00:00+01:00,285.72592502000003,1037.8,52.0,1.6,0.0,0.0,4.0
2015-01-02 15:00:00+01:00,286.10747502,1036.8,52.0,1.8,0.0,0.0,4.0
2015-01-02 16:00:00+01:00,282.58820000000003,1038.0,68.4,1.6,0.0,0.0,8.4
2015-01-02 17:00:00+01:00,284.27000002,1036.6,63.0,1.6,0.0,0.0,6.8
2015-01-02 18:00:00+01:00,282.05100002,1036.6,73.6,1.6,0.0,0.0,9.8
2015-01-02 19:00:00+01:00,280.1599,1019.8,82.6,1.6,0.0,0.0,10.8
2015-01-02 20:00:00+01:00,278.2275,1029.0,85.0,1.6,0.0,0.0,14.2
2015-01-02 21:00:00+01:00,276.623,1020.6,85.4,1.6,0.0,0.0,15.6
2015-01-02 22:00:00+01:00,276.6406,1020.4,85.6,1.6,0.0,0.0,16.4
2015-01-02 23:00:00+01:00,276.0826,1020.6,85.8,1.6,0.0,0.0,14.4
2015-01-03 00:00:00+01:00,275.5153,1025.6,85.6,1.6,0.0,0.0,9.6
2015-01-03 01:00:00+01:00,275.0334,1020.2,84.4,1.8,0.0,0.0,5.6
2015-01-03 02:00:00+01:00,274.75993126000003,1020.0,85.2,1.8,0.0,0.0,4.4
2015-01-03 03:00:00+01:00,274.32686875999997,1019.8,84.2,1.6,0.0,0.0,5.0
2015-01-03 04:00:00+01:00,274.3136,1019.8,84.2,1.6,0.0,0.0,5.2
2015-01-03 05:00:00+01:00,274.30953125999997,1019.4,84.0,1.8,0.0,0.0,6.6
2015-01-03 06:00:00+01:00,273.8546625,1019.2,83.6,1.6,0.0,0.0,4.4
2015-01-03 07:00:00+01:00,274.0041,1019.4,83.2,1.6,0.0,0.0,4.4
2015-01-03 08:00:00+01:00,274.7111375,1019.4,83.0,1.6,0.0,0.0,2.4
2015-01-03 09:00:00+01:00,275.9068625,1019.8,84.4,1.8,0.0,0.0,2.4
2015-01-03 10:00:00+01:00,276.8661,1019.8,80.6,1.8,0.0,0.0,1.2
2015-01-03 11:00:00+01:00,283.74706249999997,1019.6,76.6,1.8,0.0,0.0,1.6
2015-01-03 12:00:00+01:00,284.41853126,1019.6,74.0,1.8,0.0,0.0,0.8
2015-01-03 13:00:00+01:00,284.1812,1019.6,76.2,1.8,0.0,0.0,1.2
2015-01-03 14:00:00+01:00,285.1556,1019.6,72.0,1.8,0.0,0.0,0.0
2015-01-03 15:00:00+01:00,287.198,1018.0,68.0,1.8,0.0,0.0,0.0
2015-01-03 16:00:00+01:00,285.18035,1022.4,71.6,1.6,0.0,0.0,0.0
2015-01-03 17:00:00+01:00,285.40399376,1034.4,63.0,1.4,0.0,0.0,0.0
2015-01-03 18:00:00+01:00,283.15100628,1035.0,71.0,1.2,0.0,0.0,0.0
2015-01-03 19:00:00+01:00,281.2858,1017.8,84.6,1.2,0.0,0.0,0.0
2015-01-03 20:00:00+01:00,277.69913126,1018.4,85.8,1.2,0.0,0.0,0.0
2015-01-03 21:00:00+01:00,277.01666876,1017.0,76.4,1.2,0.0,0.0,0.0
2015-01-03 22:00:00+01:00,277.5143,1017.2,73.4,1.4,0.0,0.0,0.0
2015-01-03 23:00:00+01:00,276.0756,1016.8,71.2,1.0,0.0,0.0,0.0
2015-01-04 00:00:00+01:00,275.8,1016.8,71.8,1.2,0.0,0.0,0.0
2015-01-04 01:00:00+01:00,276.033,1016.6,71.8,0.8,0.0,0.0,2.0
2015-01-04 02:00:00+01:00,275.82620000000003,1016.0,73.0,1.6,0.0,0.0,1.2
2015-01-04 03:00:00+01:00,275.88500000000005,1016.0,73.6,1.8,0.0,0.0,2.6
2015-01-04 04:00:00+01:00,275.8852,1015.8,74.2,1.6,0.0,0.0,8.0
2015-01-04 05:00:00+01:00,275.77846876,1015.6,76.8,1.8,0.0,0.0,8.0
2015-01-04 06:00:00+01:00,275.72953126,1015.6,77.6,1.8,0.0,0.0,12.0
2015-01-04 07:00:00+01:00,276.0565,1015.6,78.6,1.8,0.06,0.0,11.2
2015-01-04 08:00:00+01:00,276.92006876,1016.0,78.0,1.6,0.06,0.0,16.8
2015-01-04 09:00:00+01:00,277.97113126000005,1016.0,78.0,1.4,0.06,0.0,17.6
2015-01-04 10:00:00+01:00,278.78740000000005,1016.2,76.2,1.4,0.06,0.0,17.2
2015-01-04 11:00:00+01:00,279.01486876,1016.2,76.2,1.4,0.06,0.0,18.4
2015-01-04 12:00:00+01:00,285.91893126,1015.4,72.4,1.4,0.06,0.0,18.4
2015-01-04 13:00:00+01:00,286.0086,1015.2,72.4,1.2,0.06,0.0,18.0
2015-01-04 14:00:00+01:00,286.84360000000004,1021.4,68.0,1.2,0.06,0.0,19.2
2015-01-04 15:00:00+01:00,287.5586,1014.2,67.4,1.0,0.06,0.0,20.2
2015-01-04 16:00:00+01:00,287.17719999999997,1014.2,69.8,0.8,0.06,0.0,16.0
2015-01-04 17:00:00+01:00,284.73046876,1014.0,77.4,0.8,0.06,0.0,17.0
2015-01-04 18:00:00+01:00,281.86893126,1014.2,86.4,1.0,0.06,0.0,14.0
2015-01-04 19:00:00+01:00,280.1983,1014.4,85.0,1.0,0.06,0.0,12.4
2015-01-04 20:00:00+01:00,278.53206876,1014.8,84.8,0.8,0.06,0.0,7.4
2015-01-04 21:00:00+01:00,278.0380375,1018.2,84.6,0.8,0.06,0.0,6.0
2015-01-04 22:00:00+01:00,278.09000000000003,1014.6,85.0,0.8,0.06,0.0,6.4
2015-01-04 23:00:00+01:00,276.46863126,1017.6,83.4,1.2,0.06,0.0,4.4
2015-01-05 00:00:00+01:00,276.1197625,1020.4,86.0,1.0,0.06,0.0,4.2
2015-01-05 01:00:00+01:00,275.9745,1014.2,79.6,0.8,0.0,0.0,2.4
2015-01-05 02:00:00+01:00,275.62073126,1014.0,79.6,1.2,0.0,0.0,11.4
2015-01-05 03:00:00+01:00,275.14806876,1013.6,81.4,1.0,0.0,0.0,10.0
2015-01-05 04:00:00+01:00,275.12919999999997,1013.4,81.6,1.0,0.0,0.0,12.8
2015-01-05 05:00:00+01:00,275.76766876,1013.2,83.4,0.8,0.0,0.0,19.6
2015-01-05 06:00:00+01:00,275.5977375,1013.2,83.4,0.8,0.0,0.0,21.0
2015-01-05 07:00:00+01:00,275.81399999999996,1013.2,84.0,0.8,0.0,0.0,22.0
2015-01-05 08:00:00+01:00,276.34180000000003,1013.2,83.6,0.8,0.0,0.0,23.4
2015-01-05 09:00:00+01:00,277.4924,1013.4,84.2,0.8,0.0,0.0,26.8
2015-01-05 10:00:00+01:00,278.5134,1012.8,78.8,1.2,0.0,0.0,21.2
2015-01-05 11:00:00+01:00,280.89106876,1013.0,76.0,1.2,0.0,0.0,26.0
2015-01-05 12:00:00+01:00,283.58873126,1012.6,76.4,1.2,0.0,0.0,13.0
2015-01-05 13:00:00+01:00,284.47020000000003,1012.2,74.2,2.0,0.06,0.0,21.2
2015-01-05 14:00:00+01:00,285.11620000000005,1010.8,69.8,1.4,0.0,0.0,19.4
2015-01-05 15:00:00+01:00,285.3111,1019.0,70.4,1.0,0.0,0.0,15.2
2015-01-05 16:00:00+01:00,283.04734376,1017.4,79.0,1.2,0.06,0.0,19.2
2015-01-05 17:00:00+01:00,283.81332504,1027.4,78.2,1.2,0.06,0.0,13.6
2015-01-05 18:00:00+01:00,282.12066876,1027.8,85.0,1.2,0.06,0.0,16.0
2015-01-05 19:00:00+01:00,280.0048,1014.2,82.0,1.6,0.0,0.0,19.2
2015-01-05 20:00:00+01:00,277.9974,1010.0,87.2,1.6,0.0,0.0,21.2
2015-01-05 21:00:00+01:00,277.8712,1010.0,88.0,0.6,0.0,0.0,21.8
2015-01-05 22:00:00+01:00,277.9524,1009.8,88.6,1.6,0.0,0.0,20.8
2015-01-05 23:00:00+01:00,277.08636876,1009.4,87.4,1.6,0.0,0.0,26.2
2015-01-06 00:00:00+01:00,276.45173126,1009.0,86.4,1.8,0.0,0.0,30.0
2015-01-06 01:00:00+01:00,276.39520000000005,1009.0,86.0,0.8,0.0,0.0,32.4
2015-01-06 02:00:00+01:00,275.6827375,1008.4,85.0,1.4,0.0,0.0,22.8
2015-01-06 03:00:00+01:00,275.70306876,1008.6,83.6,1.2,0.0,0.0,24.2
2015-01-06 04:00:00+01:00,275.45349999999996,1008.4,85.4,1.4,0.0,0.0,24.8
2015-01-06 05:00:00+01:00,274.8759375,1008.6,86.2,1.2,0.0,0.0,45.6
2015-01-06 06:00:00+01:00,274.99166876,1008.6,86.4,1.2,0.0,0.0,46.4
2015-01-06 07:00:00+01:00,275.25789999999995,1008.6,83.8,1.2,0.0,0.0,50.4
2015-01-06 08:00:00+01:00,277.1484625,1008.8,88.4,1.0,0.0,0.0,51.6
2015-01-06 09:00:00+01:00,277.7145375,1009.0,86.0,1.0,0.0,0.0,54.6
2015-01-06 10:00:00+01:00,278.787,1009.0,82.8,1.4,0.0,0.0,51.2
2015-01-06 11:00:00+01:00,280.7718,1009.2,78.0,1.0,0.0,0.0,54.6
2015-01-06 12:00:00+01:00,282.3664,1009.2,78.2,1.2,0.0,0.0,39.6
2015-01-06 13:00:00+01:00,282.9648,1008.4,77.2,1.2,0.0,0.0,23.2
2015-01-06 14:00:00+01:00,283.8897375,1008.0,75.6,1.0,0.0,0.0,8.8
2015-01-06 15:00:00+01:00,283.98746876,1007.8,75.6,0.8,0.0,0.0,20.0
2015-01-06 16:00:00+01:00,281.7074,1008.2,81.8,0.8,0.0,0.0,26.0
2015-01-06 17:00:00+01:00,280.4069375,1008.2,85.2,0.6,0.0,0.0,23.4
2015-01-06 18:00:00+01:00,279.86746876,1008.6,88.0,0.8,0.0,0.0,28.4
2015-01-06 19:00:00+01:00,278.7685,1009.2,85.4,0.8,0.0,0.0,40.0
2015-01-06 20:00:00+01:00,277.1600625,1009.2,86.4,1.0,0.0,0.0,53.0
2015-01-06 21:00:00+01:00,277.08073126,1011.8,87.8,1.2,0.0,0.0,54.0
2015-01-06 22:00:00+01:00,277.22476876,1009.6,87.2,1.0,0.0,0.0,50.8
2015-01-06 23:00:00+01:00,276.8300625,1009.8,86.6,1.0,0.0,0.0,52.4
2015-01-07 00:00:00+01:00,276.6989375,1015.8,90.0,1.0,0.0,0.0,48.2
2015-01-07 01:00:00+01:00,276.6041,1010.0,86.6,1.0,0.0,0.0,52.8
2015-01-07 02:00:00+01:00,276.24186876,1010.4,85.4,1.2,0.06,0.0,30.4
2015-01-07 03:00:00+01:00,276.36693126,1010.6,86.6,1.4,0.06,0.0,32.0
2015-01-07 04:00:00+01:00,276.4587,1010.6,86.8,1.2,0.06,0.0,31.2
2015-01-07 05:00:00+01:00,275.7166,1010.8,84.8,1.4,0.0,0.0,29.6
2015-01-07 06:00:00+01:00,275.62,1010.8,82.0,1.4,0.0,0.0,29.6
2015-01-07 07:00:00+01:00,275.6224,1011.0,83.6,1.4,0.0,0.0,27.2
2015-01-07 08:00:00+01:00,275.82886252,1021.6,85.0,1.6,0.12,0.0,37.2
2015-01-07 09:00:00+01:00,276.38694378,1026.0,87.2,2.0,0.12,0.0,43.4
2015-01-07 10:00:00+01:00,279.95990626,1014.2,78.2,1.2,0.06,0.0,17.4
2015-01-07 11:00:00+01:00,279.88893126000005,1021.4,82.4,1.6,0.12,0.0,28.8
2015-01-07 12:00:00+01:00,282.83286876,1012.4,76.4,1.2,0.0,0.0,8.0
2015-01-07 13:00:00+01:00,282.92240000000004,1016.6,74.8,1.2,0.12,0.0,10.4
2015-01-07 14:00:00+01:00,283.29553752000004,1030.2,71.0,1.4,0.12,0.0,24.0
2015-01-07 15:00:00+01:00,283.89326876,1029.8,69.8,1.4,0.12,0.0,20.8
2015-01-07 16:00:00+01:00,281.0254,1030.4,80.8,1.4,0.12,0.0,17.6
2015-01-07 17:00:00+01:00,282.77833752,1029.6,75.2,1.2,0.12,0.0,14.4
2015-01-07 18:00:00+01:00,281.06566876,1030.2,82.2,1.4,0.12,0.0,11.2
2015-01-07 19:00:00+01:00,279.49165,1022.0,78.6,1.4,0.0,0.0,9.2
2015-01-07 20:00:00+01:00,277.62093126,1019.8,84.2,1.4,0.0,0.0,6.4
2015-01-07 21:00:00+01:00,277.30366876,1020.0,84.8,1.4,0.0,0.0,6.4
2015-01-07 22:00:00+01:00,276.8893,1020.2,85.2,1.4,0.0,0.0,10.0
2015-01-07 23:00:00+01:00,276.20506876,1020.6,85.2,1.6,0.0,0.0,13.6
2015-01-08 00:00:00+01:00,276.60273126000004,1020.6,85.4,1.6,0.0,0.0,13.6
2015-01-08 01:00:00+01:00,276.21349999999995,1020.8,85.4,1.6,0.0,0.0,10.4
2015-01-08 02:00:00+01:00,275.78133126,1021.0,86.8,1.8,0.0,0.0,5.6
2015-01-08 03:00:00+01:00,275.50046876,1021.4,86.8,1.8,0.0,0.0,6.4
2015-01-08 04:00:00+01:00,275.3487,1021.4,87.0,1.4,0.0,0.0,4.8
2015-01-08 05:00:00+01:00,275.1448,1021.4,87.0,1.8,0.0,0.0,6.4
2015-01-08 06:00:00+01:00,274.8442,1022.0,86.6,1.4,0.0,0.0,0.8
2015-01-08 07:00:00+01:00,274.9282,1022.8,86.4,1.4,0.0,0.0,1.2
2015-01-08 08:00:00+01:00,274.6651375,1022.8,86.4,1.4,0.0,0.0,0.0
2015-01-08 09:00:00+01:00,276.32286876,1024.0,87.4,1.8,0.0,0.0,0.0
2015-01-08 10:00:00+01:00,278.73850000000004,1024.2,77.4,1.8,0.0,0.0,6.8
2015-01-08 11:00:00+01:00,279.13826876,1024.4,74.2,1.8,0.0,0.0,4.4
2015-01-08 12:00:00+01:00,283.64753126,1024.8,71.2,1.6,0.0,0.0,9.0
2015-01-08 13:00:00+01:00,283.8505,1024.4,69.6,1.4,0.0,0.0,6.8
2015-01-08 14:00:00+01:00,285.7788,1024.4,61.6,1.8,0.0,0.0,20.0
2015-01-08 15:00:00+01:00,286.204,1024.8,60.2,2.2,0.0,0.0,20.0
2015-01-08 16:00:00+01:00,284.52644999999995,1025.0,65.6,2.0,0.0,0.0,18.4
2015-01-08 17:00:00+01:00,283.91940002,1033.0,69.4,1.8,0.0,0.0,13.6
2015-01-08 18:00:00+01:00,282.21580002,1029.4,75.0,1.6,0.0,0.0,13.6
2015-01-08 19:00:00+01:00,280.59430000000003,1026.6,79.4,1.6,0.0,0.0,14.8
2015-01-08 20:00:00+01:00,278.4654,1027.4,78.6,2.4,0.0,0.0,14.4
2015-01-08 21:00:00+01:00,278.6604,1027.6,76.6,2.0,0.0,0.0,15.2
2015-01-08 22:00:00+01:00,278.2894,1028.0,78.6,2.4,0.0,0.0,7.6
2015-01-08 23:00:00+01:00,277.2884,1028.4,77.4,1.4,0.0,0.0,11.2
2015-01-09 00:00:00+01:00,277.1074,1028.4,76.6,1.4,0.0,0.0,6.4
2015-01-09 01:00:00+01:00,276.74879999999996,1028.2,77.2,1.6,0.0,0.0,11.6
2015-01-09 02:00:00+01:00,276.5186,1028.4,74.8,1.4,0.0,0.0,3.4
2015-01-09 03:00:00+01:00,276.7392,1028.4,73.2,1.2,0.0,0.0,5.2
2015-01-09 04:00:00+01:00,276.6307,1028.4,72.6,1.4,0.0,0.0,6.4
2015-01-09 05:00:00+01:00,275.87993126000003,1034.4,81.0,1.4,0.0,0.0,8.4
2015-01-09 06:00:00+01:00,275.51246876,1028.6,77.2,1.4,0.0,0.0,9.8
2015-01-09 07:00:00+01:00,275.78110000000004,1028.6,75.6,1.4,0.0,0.0,3.6
2015-01-09 08:00:00+01:00,275.52426876,1028.8,76.4,1.4,0.0,0.0,7.4
2015-01-09 09:00:00+01:00,276.62493126,1029.4,75.4,1.4,0.0,0.0,3.6
2015-01-09 10:00:00+01:00,279.822,1029.2,69.6,1.8,0.0,0.0,9.2
2015-01-09 11:00:00+01:00,281.25826876,1029.6,68.6,1.8,0.0,0.0,2.4
2015-01-09 12:00:00+01:00,284.79093126,1029.6,63.0,2.2,0.0,0.0,4.8
2015-01-09 13:00:00+01:00,285.11990000000003,1029.2,62.6,2.4,0.0,0.0,0.0
2015-01-09 14:00:00+01:00,286.31806876,1028.8,58.6,2.6,0.0,0.0,4.8
2015-01-09 15:00:00+01:00,286.9275375,1034.0,58.0,2.4,0.0,0.0,3.2
2015-01-09 16:00:00+01:00,284.38723752,1029.2,67.6,2.4,0.0,0.0,3.6
2015-01-09 17:00:00+01:00,285.643325,1036.4,65.6,1.8,0.0,0.0,1.0
2015-01-09 18:00:00+01:00,283.74966875999996,1032.8,73.2,1.8,0.0,0.0,0.4
2015-01-09 19:00:00+01:00,282.9163,1028.6,71.4,1.4,0.0,0.0,0.0
2015-01-09 20:00:00+01:00,281.60246251999996,1033.2,77.4,1.6,0.0,0.0,0.0
2015-01-09 21:00:00+01:00,279.88673752,1036.4,81.4,1.6,0.0,0.0,0.0
2015-01-09 22:00:00+01:00,279.67788126,1034.2,81.0,1.8,0.0,0.0,0.0
2015-01-09 23:00:00+01:00,277.59265626,1039.8,86.2,1.6,0.0,0.0,0.0
2015-01-10 00:00:00+01:00,277.01432502,1039.4,87.0,1.6,0.0,0.0,0.0
2015-01-10 01:00:00+01:00,277.90099999999995,1030.0,75.8,1.8,0.0,0.0,0.0
2015-01-10 02:00:00+01:00,277.7248,1026.6,73.4,1.8,0.0,0.0,0.0
2015-01-10 03:00:00+01:00,276.8139,1026.4,76.2,1.6,0.0,0.0,0.0
2015-01-10 04:00:00+01:00,277.8196,1025.6,70.6,3.0,0.0,0.0,0.0
2015-01-10 05:00:00+01:00,276.88453749999996,1025.2,73.2,2.0,0.0,0.0,0.0
2015-01-10 06:00:00+01:00,277.86606876,1024.0,68.0,2.6,0.0,0.0,0.0
2015-01-10 07:00:00+01:00,278.0048,1024.0,67.4,2.4,0.0,0.0,0.0
2015-01-10 08:00:00+01:00,278.74386878,1027.8,68.6,2.2,0.0,0.0,0.0
2015-01-10 09:00:00+01:00,278.72543128,1031.8,73.0,1.8,0.0,0.0,0.0
2015-01-10 10:00:00+01:00,280.8348,1023.6,63.2,1.4,0.0,0.0,2.4
2015-01-10 11:00:00+01:00,282.46553750000004,1029.0,70.2,2.2,0.0,0.0,1.2
2015-01-10 12:00:00+01:00,286.2240625,1022.2,62.8,2.6,0.0,0.0,2.4
2015-01-10 13:00:00+01:00,286.9106,1021.6,61.6,3.6,0.0,0.0,0.0
2015-01-10 14:00:00+01:00,287.94246252,1021.2,58.6,4.6,0.0,0.0,0.0
2015-01-10 15:00:00+01:00,288.23873752,1020.2,59.6,3.0,0.0,0.0,0.0
2015-01-10 16:00:00+01:00,288.3086,1019.6,59.4,2.2,0.0,0.0,0.0
2015-01-10 17:00:00+01:00,286.3397,1019.0,66.2,1.6,0.0,0.0,0.0
2015-01-10 18:00:00+01:00,284.1444,1018.8,72.4,2.0,0.0,0.0,0.0
2015-01-10 19:00:00+01:00,283.8772,1018.6,71.6,2.4,0.0,0.0,0.0
2015-01-10 20:00:00+01:00,282.74073128,1025.6,74.6,2.6,0.0,0.0,0.0
2015-01-10 21:00:00+01:00,281.62446878000003,1021.0,73.4,2.0,0.0,0.0,0.0
2015-01-10 22:00:00+01:00,280.6344,1018.0,70.6,1.6,0.0,0.0,0.0
2015-01-10 23:00:00+01:00,279.75826876,1017.2,70.2,2.4,0.0,0.0,0.0
2015-01-11 00:00:00+01:00,279.00833126000003,1017.6,68.8,3.2,0.0,0.0,0.0
2015-01-11 01:00:00+01:00,279.2393,1017.6,69.0,4.2,0.0,0.0,4.8
2015-01-11 02:00:00+01:00,279.28933126000004,1017.2,69.8,5.4,0.0,0.0,3.2
2015-01-11 03:00:00+01:00,277.46506876,1017.4,74.6,3.2,0.0,0.0,7.2
2015-01-11 04:00:00+01:00,279.5466,1017.0,68.8,1.6,0.06,0.0,10.8
2015-01-11 05:00:00+01:00,277.3659,1017.4,74.8,1.8,0.06,0.0,20.4
2015-01-11 06:00:00+01:00,279.091,1017.2,70.4,2.8,0.06,0.0,29.8
2015-01-11 07:00:00+01:00,278.9273,1017.6,71.0,2.8,0.18,0.0,28.4
2015-01-11 08:00:00+01:00,279.51716876,1017.4,75.4,2.8,0.18,0.0,32.8
2015-01-11 09:00:00+01:00,280.9269375,1018.8,76.2,1.4,0.18,0.0,36.0
2015-01-11 10:00:00+01:00,281.2722,1019.0,75.4,1.8,0.18,0.0,36.0
2015-01-11 11:00:00+01:00,284.8128,1019.2,72.4,1.8,0.18,0.0,28.0
2015-01-11 12:00:00+01:00,285.07280000000003,1019.2,72.8,2.8,0.18,0.0,32.0
2015-01-11 13:00:00+01:00,285.4521,1018.8,71.2,2.6,0.18,0.0,20.8
2015-01-11 14:00:00+01:00,288.1596,1017.8,63.2,1.8,0.18,0.0,18.4
2015-01-11 15:00:00+01:00,288.3894,1018.2,60.4,2.0,0.18,0.0,15.2
2015-01-11 16:00:00+01:00,287.8949,1018.4,63.4,2.2,0.18,0.0,12.4
2015-01-11 17:00:00+01:00,286.8908,1019.0,66.4,3.0,0.18,0.0,11.4
2015-01-11 18:00:00+01:00,284.4139,1025.4,73.4,2.2,0.24,0.0,5.6
2015-01-11 19:00:00+01:00,283.65614378,1020.0,73.6,2.2,0.18,0.0,6.0
2015-01-11 20:00:00+01:00,281.9678,1020.4,78.6,1.8,0.18,0.0,0.0
2015-01-11 21:00:00+01:00,280.0442,1021.2,77.4,2.2,0.18,0.0,12.8
2015-01-11 22:00:00+01:00,279.6905,1021.2,79.4,2.2,0.18,0.0,12.8
2015-01-11 23:00:00+01:00,277.84593126,1021.2,84.2,1.6,0.18,0.0,14.4
2015-01-12 00:00:00+01:00,277.48946876,1021.4,85.6,1.6,0.18,0.0,14.4
2015-01-12 01:00:00+01:00,277.3859,1021.2,86.4,1.4,0.0,0.0,14.4
2015-01-12 02:00:00+01:00,276.53713126,1021.0,84.6,1.4,0.0,0.0,28.0
2015-01-12 03:00:00+01:00,276.43726876,1020.8,86.0,1.4,0.0,0.0,28.0
2015-01-12 04:00:00+01:00,276.39480000000003,1020.8,87.0,1.4,0.0,0.0,28.0
2015-01-12 05:00:00+01:00,275.89466876,1020.6,87.4,1.4,0.0,0.0,32.8
2015-01-12 06:00:00+01:00,275.65693126,1020.6,86.6,1.2,0.0,0.0,32.8
2015-01-12 07:00:00+01:00,275.6766,1020.6,81.8,1.0,0.0,0.0,33.6
2015-01-12 08:00:00+01:00,275.9088,1020.6,83.6,1.8,0.0,0.0,34.0
2015-01-12 09:00:00+01:00,278.45799999999997,1021.0,78.8,1.6,0.0,0.0,44.2
2015-01-12 10:00:00+01:00,280.1553,1020.8,75.8,1.8,0.0,0.0,43.2
2015-01-12 11:00:00+01:00,283.19833126,1020.2,71.8,2.0,0.0,0.0,25.8
2015-01-12 12:00:00+01:00,284.09946876,1020.0,69.4,1.2,0.0,0.0,25.2
2015-01-12 13:00:00+01:00,284.803,1019.0,67.8,2.2,0.0,0.0,25.6
2015-01-12 14:00:00+01:00,286.20433126,1017.8,66.6,2.6,0.0,0.0,25.6
2015-01-12 15:00:00+01:00,287.52006876,1017.2,63.6,3.0,0.0,0.0,14.4
2015-01-12 16:00:00+01:00,286.8424,1017.0,69.0,2.4,0.0,0.0,7.2
2015-01-12 17:00:00+01:00,285.69,1017.2,76.8,3.0,0.06,0.0,20.8
2015-01-12 18:00:00+01:00,283.9672,1016.8,77.4,1.8,0.0,0.0,18.4
2015-01-12 19:00:00+01:00,283.7025,1016.8,72.2,1.8,0.0,0.0,18.4
2015-01-12 20:00:00+01:00,281.4552625,1017.0,74.2,1.8,0.0,0.0,28.0
2015-01-12 21:00:00+01:00,281.38273126,1016.6,75.0,2.0,0.0,0.0,28.0
2015-01-12 22:00:00+01:00,281.3594,1016.4,73.4,1.4,0.0,0.0,28.0
2015-01-12 23:00:00+01:00,281.05476250000004,1022.4,75.2,1.6,0.0,0.0,29.2
2015-01-13 00:00:00+01:00,280.63533126000004,1015.8,74.4,1.8,0.0,0.0,28.0
2015-01-13 01:00:00+01:00,280.4923,1015.6,74.2,1.8,0.0,0.0,28.0
